6.200853245649699375e+01,6.373671720142002783e+01,0.000000000000000000e+00
-6.467695179248984516e+01,6.296782485476185087e+01,1.421085471520200372e-14
-6.346577544443225349e+01,-6.411888767460597194e+01,0.000000000000000000e+00
6.318072853099763364e+01,-6.250504675246171615e+01,0.000000000000000000e+00
6.154706839720319778e+01,1.271271280069786940e+02,0.000000000000000000e+00
-6.647834934554703068e+01,1.267566530859898677e+02,1.421085471520200372e-14
-6.375403975197977502e+01,-9.448315129885926922e-01,1.421085471520200372e-14
6.165354547893015535e+01,1.383303807200867652e+00,0.000000000000000000e+00
6.128939048120643918e+01,1.874339975150476789e+02,0.000000000000000000e+00
-6.626323002725187905e+01,1.874849584215440359e+02,0.000000000000000000e+00
-6.432552739006223419e+01,5.968503189393057085e+01,0.000000000000000000e+00
6.153845240798852956e+01,6.182838187337457470e+01,-1.421085471520200372e-14
6.166541779668239798e+01,2.486538545153331370e+02,0.000000000000000000e+00
-6.559715724728052066e+01,2.480048926597015111e+02,0.000000000000000000e+00
-6.362764197506299979e+01,1.206111760342560899e+02,1.421085471520200372e-14
6.246890973230577515e+01,1.226926689797885501e+02,0.000000000000000000e+00
1.220184549026136409e+02,6.410968530225709117e+01,0.000000000000000000e+00
-5.205122922443038647e+00,6.428047534802485075e+01,0.000000000000000000e+00
-3.506874045029007902e+00,-6.374514833553166682e+01,0.000000000000000000e+00
1.226987372635744578e+02,-6.126327181104898045e+01,0.000000000000000000e+00
1.235125684714926990e+02,1.251481123069111021e+02,0.000000000000000000e+00
-3.332148417615201197e+00,1.247739963969015236e+02,0.000000000000000000e+00
-2.312255505283978607e+00,-2.361969211796008494e+00,0.000000000000000000e+00
1.241839257375975336e+02,-1.053030769354847962e+00,-1.421085471520200372e-14
1.240713337148526705e+02,1.861406556179849474e+02,0.000000000000000000e+00
-2.665162070271414052e+00,1.860936523029554337e+02,0.000000000000000000e+00
-2.279476037472626615e+00,5.915635797071649193e+01,-1.421085471520200372e-14
1.243207410359357965e+02,5.974258546240802303e+01,0.000000000000000000e+00
1.232308010200356989e+02,2.486483965932886235e+02,0.000000000000000000e+00
-4.403669200969545727e+00,2.492732774126707227e+02,0.000000000000000000e+00
-3.076215928159541591e+00,1.215873743128616411e+02,1.421085471520200372e-14
1.227050472231481422e+02,1.229210288556523949e+02,0.000000000000000000e+00
1.842747223850299179e+02,6.480106574258171293e+01,0.000000000000000000e+00
5.639447848367052529e+01,6.591768224896178197e+01,0.000000000000000000e+00
5.776625086940209997e+01,-6.208132546120292972e+01,0.000000000000000000e+00
1.833543391907070657e+02,-6.066208321665032344e+01,1.421085471520200372e-14
1.848750643904092215e+02,1.272760981555328641e+02,-1.421085471520200372e-14
5.720990749012140952e+01,1.255086019901855963e+02,0.000000000000000000e+00
6.028967808009429774e+01,-1.470548531363334632e+00,0.000000000000000000e+00
1.859643911643426009e+02,8.985967945202446572e-01,0.000000000000000000e+00
1.847958927943770391e+02,1.874476423805232344e+02,0.000000000000000000e+00
5.739925291443053368e+01,1.870325933586633482e+02,0.000000000000000000e+00
5.914369263008474320e+01,5.975742081321842392e+01,0.000000000000000000e+00
1.851099951634625711e+02,6.135734152722471180e+01,0.000000000000000000e+00
1.852462393227634720e+02,2.476486487751386107e+02,0.000000000000000000e+00
5.826940625986068767e+01,2.480767751466004256e+02,0.000000000000000000e+00
5.864858524217747515e+01,1.209053588942184234e+02,1.421085471520200372e-14
1.850219422244013856e+02,1.214729785995536133e+02,0.000000000000000000e+00
